Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
80,70.815579,13,12,1159,3066,206,66,89.15384615384616,49.29635054965827,962,66,255.5,327.0340196371014,59.66201307201061,0.3530296631479918,2.9506491250000004,14.149158861972165,70.807631,0.0,70.815568,5.901297333333333,19.56999991642895,70.807644,0.0,70.815553,6.437777545454545,20.355537550275,70.807639,1.9e-05,2,4,0,0,260,240,0.1835754248369557,0.169454238311036,66,962,169.0,243.9404845448988,59506.96,4,5,0,6,22,0,0,0,0.9230769230769232,169.0,89.15384615384616,255.5,260,0,0,0,0,0,0,13,1159,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,60.417479,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,69.97974874125417,0.4137875398607744,2.517394958333333,12.072767102272456,60.416352,0.0,60.417466000000005,5.034788833333334,16.69817319364349,60.416364,0.0,60.417457,5.49249609090909,17.36845710974711,60.41638,2.9e-05,2,4,0,0,260,240,0.2151695207276026,0.1986180191331717,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,70.708908,13,12,1159,3066,206,66,89.15384615384616,49.29635054965827,962,66,255.5,327.0340196371014,59.752018797970976,0.3535622414081122,2.9462045000000003,14.129100277079338,70.706989,0.0,70.70889700000001,5.892408083333335,19.542336868846206,70.707007,0.0,70.70888699999999,6.428080636363637,20.32677875732122,70.706999,2e-05,2,4,0,0,260,240,0.1838523655322184,0.1697098758758939,66,962,169.0,243.9404845448988,59506.96,4,5,0,6,22,0,0,0,0.9230769230769232,169.0,89.15384615384616,255.5,260,0,0,0,0,0,0,13,1159,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000477,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4509433.962264151,27253.668763102727,3.975e-05,5.424347118932072e-05,0.000184,0.0,0.000464,7.733333333333333e-05,7.602558049031187e-05,0.000208,0.0,0.0004559999999999,9.119999999999998e-05,6.299015796138313e-05,0.000197,2.8e-05,1,2,0,0,140,120,14675.052410901468,12578.616352201258,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000454,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4737885.462555067,28634.361233480176,3.7833333333333336e-05,4.972228429542991e-05,0.000171,0.0,0.000443,7.383333333333333e-05,7.24371374978946e-05,0.000196,0.0,0.000433,8.66e-05,5.584120342542772e-05,0.000182,2.9e-05,1,2,0,0,140,120,15418.502202643172,13215.859030837006,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000619,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3474959.612277868,21001.6155088853,5.158333333333333e-05,8.624138443281676e-05,0.000315,0.0,0.000607,0.0001011666666666,0.0001193418293065,0.000342,0.0,0.000594,0.0001188,0.0001099934543507,0.000327,3.1e-05,1,2,0,0,140,120,11308.562197092084,9693.053311793215,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000454,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4737885.462555067,28634.361233480176,3.7833333333333336e-05,4.964177228459472e-05,0.000168,0.0,0.000442,7.366666666666666e-05,7.325905328960298e-05,0.000193,0.0,0.000434,8.680000000000001e-05,5.558201147853503e-05,0.00018,2.9e-05,1,2,0,0,140,120,15418.502202643172,13215.859030837006,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000463,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4645788.336933046,28077.753779697625,3.858333333333333e-05,5.432687845093092e-05,0.000192,0.0,0.000451,7.516666666666667e-05,7.77440601518141e-05,0.000217,0.0,0.000442,8.840000000000001e-05,6.46485885383432e-05,0.000204,2.9e-05,1,2,0,0,140,120,15118.79049676026,12958.963282937366,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,60.468453,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,69.92075686143319,0.4134387231636305,2.519518875,12.082993708985002,60.467521,0.0,60.468441000000006,5.039036750000001,16.71232043241622,60.467533,0.0,60.468431,5.497130090909091,17.38317150381926,60.467545,3e-05,2,4,0,0,260,240,0.2149881360450878,0.1984505871185426,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000451,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4769401.33037694,28824.833702882483,3.758333333333333e-05,5.338922852244845e-05,0.00019,0.0,0.0004379999999999,7.3e-05,7.686785197120227e-05,0.000215,0.0,0.000429,8.58e-05,6.480246908876235e-05,0.000203,2.8e-05,1,2,0,0,140,120,15521.064301552104,13303.769401330375,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000485,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4435051.546391753,26804.12371134021,4.041666666666666e-05,4.937688111747125e-05,0.000159,0.0,0.000474,7.900000000000001e-05,8.022468448052632e-05,0.000218,0.0,0.000461,9.22e-05,4.943440097745699e-05,0.00017,3.7e-05,1,2,0,0,140,120,14432.989690721648,12371.134020618556,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,60.415797,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,69.98169700550338,0.4137990598717087,2.517324875,12.07247999517519,60.414905,0.0,60.415786,5.034648833333333,16.697779118155307,60.414917,0.0,60.415777,5.492343363636363,17.368045611037683,60.414926,3.1e-05,2,4,0,0,260,240,0.2151755111332885,0.1986235487384202,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000444,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4844594.594594594,29279.27927927928,3.7e-05,5.239592859500948e-05,0.000188,0.0,0.000431,7.183333333333334e-05,7.558089852748658e-05,0.000213,0.0,0.000424,8.48e-05,6.348039067302596e-05,0.000201,2.9e-05,1,2,0,0,140,120,15765.765765765766,13513.513513513511,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,60.416219,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,69.98120819179367,0.4137961695352038,2.5173424583333333,12.072549308887949,60.415255,0.0,60.416207,5.034683916666666,16.697874069145637,60.415267,0.0,60.416197,5.4923815454545455,17.368145165348555,60.415279,2.8e-05,2,4,0,0,260,240,0.2151740081583059,0.1986221613768978,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000592,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3633445.945945946,21959.45945945946,4.933333333333333e-05,8.215669310666187e-05,0.000299,0.0,0.00058,9.666666666666668e-05,0.0001132396671764,0.000324,0.0,0.000567,0.0001134,0.0001049239724753,0.000311,2.9e-05,1,2,0,0,140,120,11824.324324324323,10135.135135135137,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.00055,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3910909.090909091,23636.36363636364,4.583333333333333e-05,7.404371831710116e-05,0.000272,0.0,0.000532,8.866666666666668e-05,0.0001025665095871,0.000295,0.0,0.000528,0.0001056,9.704143444941444e-05,0.00029,2.7e-05,1,2,0,0,140,120,12727.272727272726,10909.090909090908,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000454,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4737885.462555067,28634.361233480176,3.7833333333333336e-05,5.018438225406607e-05,0.000163,0.0,0.000442,7.366666666666666e-05,7.146716417737277e-05,0.000188,0.0,0.00043,8.599999999999999e-05,5.715242776995567e-05,0.000175,2.9e-05,1,2,0,0,140,120,15418.502202643172,13215.859030837006,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,69.951899,18,17,1637,4533,206,66,90.94444444444444,51.11259055829832,962,66,266.6470588235294,333.17544242114536,88.20346678508328,0.5003438148262422,2.057408794117647,10.270251068282166,60.311432,0.0,69.951891,4.114817117647059,14.229910566667511,60.311444,0.0,69.951876,4.37199225,14.62948162483392,60.311457,2.3e-05,3,6,0,0,360,340,0.2573196761963531,0.243024138629889,66,962,176.28571428571428,250.94274491303747,62972.26122448979,6,7,0,9,31,0,0,0,0.9444444444444444,176.28571428571428,90.94444444444444,266.6470588235294,360,0,0,0,0,0,0,18,1637,17,4533,64240,65160,3,20,0,0,0,0,0,0,0,0
80,0.000447,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4812080.536912751,29082.774049217,3.725e-05,4.759748767879806e-05,0.000156,0.0,0.000432,7.2e-05,6.98212002188447e-05,0.000181,0.0,0.000425,8.5e-05,5.399629616927443e-05,0.000171,2.9e-05,1,2,0,0,140,120,15659.955257270693,13422.818791946307,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,60.313302,13,12,1162,3066,206,66,89.38461538461539,49.8328567259339,962,66,255.5,327.0340196371014,70.10062224747702,0.4145022602145046,2.51305425,12.051971898859469,60.312281,0.0,60.31329,5.0261075,16.669412428439365,60.312294,0.0,60.31328,5.483025454545454,17.33854058307744,60.312305,3.2e-05,2,4,0,0,260,240,0.2155411753115423,0.1989610849029622,66,962,169.12,243.95791768253804,59515.4656,4,5,0,6,22,0,0,0,0.9230769230769232,169.12,89.38461538461539,255.5,260,0,0,0,0,0,0,13,1162,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000487,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4416837.782340862,26694.045174537987,4.0583333333333335e-05,5.571274290700667e-05,0.000196,0.0,0.000475,7.916666666666668e-05,8.149318308232223e-05,0.000229,0.0,0.000463,9.26e-05,6.484319547955668e-05,0.000208,3.6e-05,1,2,0,0,140,120,14373.716632443531,12320.328542094456,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000493,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4363083.164300203,26369.168356997976,4.108333333333334e-05,4.40103365383886e-05,0.000136,0.0,0.000481,8.016666666666666e-05,6.944402222093867e-05,0.000195,0.0,0.000471,9.42e-05,3.5812846856959024e-05,0.000148,6.1e-05,1,2,0,0,140,120,14198.782961460449,12170.385395537529,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,69.692562,13,12,1159,3066,206,66,89.15384615384616,49.29635054965827,962,66,255.5,327.0340196371014,60.623399093866006,0.3587183378335266,2.903856750000001,13.92533995674682,69.687441,0.0,69.692552,5.807712666666667,19.260466423029943,69.687453,0.0,69.69254000000001,6.335685454545455,20.0335863676238,69.687448,2.5e-05,2,4,0,0,260,240,0.1865335356734338,0.1721848021600928,66,962,169.0,243.9404845448988,59506.96,4,5,0,6,22,0,0,0,0.9230769230769232,169.0,89.15384615384616,255.5,260,0,0,0,0,0,0,13,1159,12,3066,64240,65160,2,20,0,0,0,0,0,0,0,0
80,0.000478,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4500000.0,27196.65271966527,3.983333333333334e-05,5.385912694758016e-05,0.000183,0.0,0.000466,7.766666666666667e-05,7.76587978846498e-05,0.000212,0.0,0.0004559999999999,9.12e-05,6.163894872562315e-05,0.000195,3.3e-05,1,2,0,0,140,120,14644.351464435143,12552.301255230124,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000519,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4144508.670520231,25048.16955684008,4.325e-05,5.484998480704743e-05,0.000193,0.0,0.000466,7.766666666666667e-05,7.975936030056633e-05,0.000222,0.0,0.000497,9.94e-05,7.967835339664094e-05,0.000246,3.3e-05,1,2,0,0,140,120,13487.47591522158,11560.693641618496,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.00055,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3910909.090909091,23636.36363636364,4.583333333333333e-05,6.018282331547949e-05,0.000203,0.0,0.000537,8.95e-05,8.811876455481356e-05,0.000236,0.0,0.0005239999999999,0.0001047999999999,6.691307794444968e-05,0.000216,3.8e-05,1,2,0,0,140,120,12727.272727272726,10909.090909090908,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000481,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4471933.471933472,27027.027027027027,4.0083333333333336e-05,5.42593437933863e-05,0.000188,0.0,0.000469,7.816666666666666e-05,7.947623683983925e-05,0.00022,0.0,0.000457,9.14e-05,6.246471003694806e-05,0.0002,3.5e-05,1,2,0,0,140,120,14553.014553014553,12474.012474012474,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000536,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4013059.701492537,24253.73134328358,4.466666666666667e-05,6.121592022414504e-05,0.0002,0.0,0.000525,8.750000000000001e-05,8.802793117338763e-05,0.000229,0.0,0.000515,0.0001029999999999,6.817624219623725e-05,0.000211,3.7e-05,1,2,0,0,140,120,13059.701492537311,11194.029850746268,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000481,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4471933.471933472,27027.027027027027,4.0083333333333336e-05,5.4176345289147085e-05,0.00019,0.0,0.000468,7.8e-05,7.860449520648718e-05,0.00022,0.0,0.000455,9.1e-05,6.335929292534758e-05,0.000203,3.3e-05,1,2,0,0,140,120,14553.014553014553,12474.012474012474,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000479,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4490605.427974948,27139.874739039667,3.991666666666666e-05,5.539473250128471e-05,0.000195,0.0,0.000467,7.783333333333333e-05,7.995293754592273e-05,0.000225,0.0,0.0004559999999999,9.12e-05,6.494120417731718e-05,0.000207,3.4e-05,1,2,0,0,140,120,14613.778705636743,12526.096033402922,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000437,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4922196.796338673,29748.28375286041,3.641666666666667e-05,4.961763519377181e-05,0.000175,0.0,0.000425,7.083333333333334e-05,7.259572224924062e-05,0.000204,0.0,0.000417,8.34e-05,5.792961246202153e-05,0.000187,3.3e-05,1,2,0,0,140,120,16018.306636155608,13729.977116704806,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000555,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3875675.6756756753,23423.42342342342,4.624999999999999e-05,6.230987749412877e-05,0.00022,0.0,0.000543,9.050000000000002e-05,8.657511189712665e-05,0.00025,0.0,0.000488,9.76e-05,7.482406030148325e-05,0.000232,3.4e-05,1,2,0,0,140,120,12612.612612612613,10810.81081081081,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000499,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4310621.24248497,26052.104208416837,4.158333333333333e-05,5.369118228867339e-05,0.000182,0.0,0.000487,8.116666666666667e-05,7.707662132939893e-05,0.000214,0.0,0.0004759999999999,9.52e-05,5.880612213026803e-05,0.000194,3.5e-05,1,2,0,0,140,120,14028.056112224447,12024.048096192386,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000546,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3939560.43956044,23809.52380952381,4.55e-05,6.146204791034328e-05,0.000216,0.0,0.000534,8.9e-05,8.90131076490049e-05,0.000246,0.0,0.00052,0.000104,7.014556293879179e-05,0.000228,3.4e-05,1,2,0,0,140,120,12820.51282051282,10989.010989010989,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000515,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4176699.029126213,25242.71844660194,4.291666666666667e-05,5.700797946096864e-05,0.000204,0.0,0.0005,8.333333333333333e-05,8.192204967053877e-05,0.000235,0.0,0.000487,9.74e-05,6.766564859661067e-05,0.000219,3.5e-05,1,2,0,0,140,120,13592.233009708736,11650.485436893205,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000611,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,3520458.2651391164,21276.59574468085,5.0916666666666666e-05,9.310697998658435e-05,0.000348,0.0,0.000601,0.0001001666666666,0.0001283295453986,0.000373,0.0,0.000589,0.0001178,0.0001225061631102,0.000358,3.3e-05,1,2,0,0,140,120,11456.628477905071,9819.967266775777,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000468,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4596153.846153846,27777.777777777777,3.9000000000000006e-05,5.238797571962482e-05,0.000179,0.0,0.000456,7.6e-05,7.643733817099251e-05,0.00021,0.0,0.000445,8.9e-05,5.992328428916426e-05,0.000191,3.5e-05,1,2,0,0,140,120,14957.264957264955,12820.51282051282,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000469,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4586353.9445629,27718.550106609808,3.908333333333333e-05,5.276434770646643e-05,0.000185,0.0,0.000458,7.633333333333332e-05,8.082628835279329e-05,0.000226,0.0,0.000446,8.92e-05,5.9897913152296046e-05,0.000196,3.7e-05,1,2,0,0,140,120,14925.373134328358,12793.17697228145,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000479,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4490605.427974948,27139.874739039667,3.991666666666666e-05,5.224375294924956e-05,0.000179,0.0,0.000466,7.766666666666665e-05,7.70555355283159e-05,0.000213,0.0,0.000455,9.1e-05,5.918107805709524e-05,0.000192,3.7e-05,1,2,0,0,140,120,14613.778705636743,12526.096033402922,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000482,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4462655.601659751,26970.954356846472,4.016666666666667e-05,4.6756164180660594e-05,0.000145,0.0,0.00047,7.833333333333333e-05,7.831063500927288e-05,0.000212,0.0,0.000459,9.18e-05,4.371452847738381e-05,0.000157,3.9e-05,1,2,0,0,140,120,14522.821576763485,12448.132780082988,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
80,0.000492,7,6,618,1533,206,66,88.28571428571429,48.18332339161781,962,66,255.5,327.0340196371014,4371951.219512194,26422.764227642278,4.1e-05,5.6447615833915726e-05,0.000197,0.0,0.000479,7.983333333333334e-05,8.184419479854525e-05,0.000228,0.0,0.000468,9.36e-05,6.623171445765239e-05,0.00021,3.6e-05,1,2,0,0,140,120,14227.642276422765,12195.121951219511,66,962,165.46153846153845,239.91877323685884,57561.01775147929,2,3,0,3,11,0,0,0,0.8571428571428571,165.46153846153845,88.28571428571429,255.5,140,0,0,0,0,0,0,7,618,6,1533,64240,65160,1,20,0,0,0,0,0,0,0,0
